"","Lag","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy"
"1",0,0.0167631522826935,0.00016021818730109,0.00424846819083557,0.000276609498959173,0.154556211101119,0.00331240308282708,0.265223159588948,0.418395550070224
"2",1,0.0188307223977727,0.00016021818730109,0.00526015155229465,0.000276609498959173,0.180948736772398,0.00331240308282708,0.265223881353313,0.418396674076306
"3",2,0.021068598593888,0.00016021818730109,0.00551883024246602,0.000276609498959173,0.208192921880075,0.00331240308282708,0.265224603121984,0.418397798089012
"4",3,0.0232100597685325,0.00016021818730109,0.00514881397123634,0.000276609498959173,0.235781368554557,0.00331240308282708,0.26522532489496,0.418398922108342
"5",4,0.0254953998173061,0.00016021818730109,0.00519952481606634,0.000276609498959173,0.265165163276621,0.00331240308282708,0.265226046672242,0.418400046134297
"6",5,0.0277246748186812,0.00016021818730109,0.0051041892816116,0.000276609498959173,0.294672991961325,0.00331240308282708,0.26522676845383,0.418401170166877
"7",6,0.0296589785181696,0.00016021818730109,0.00406896927549127,0.000276609498959173,0.320234338371794,0.00331240308282708,0.265227490239724,0.418402294206081
"8",7,0.0312068457545124,0.00016021818730109,0.00330203377323202,0.000276609498959173,0.339064646141992,0.00331240308282708,0.265228212029923,0.41840341825191
"9",8,0.0324807208567639,0.00016021818730109,0.00277235127807707,0.000276609498959173,0.350411509306518,0.00331240308282708,0.265228933824429,0.418404542304363
"10",9,0.033503121673494,0.00016021818730109,0.00261820423088532,0.000276609498959173,0.355195774258361,0.00331240308282708,0.265229655623241,0.418405666363441
"11",10,0.0341935705032864,0.00016021818730109,0.00211224892713813,0.000276609498959173,0.353891844714558,0.00331240308282708,0.265230377426358,0.418406790429145
"12",11,0.0345681119102916,0.00016021818730109,0.00200299873981091,0.000276609498959173,0.34840132097155,0.00331240308282708,0.265231099233782,0.418407914501473
"13",12,0.0346389337368425,0.00016021818730109,0.00169336907232465,0.000276609498959173,0.341178024370169,0.00331240308282708,0.265231821045512,0.418409038580426
"14",13,0.0346486537407603,0.00016021818730109,0.00185102040383334,0.000276609498959173,0.333504479513986,0.00331240308282708,0.265232542861549,0.418410162666004
"15",14,0.0344167588730974,0.00016021818730109,0.00168532841268787,0.000276609498959173,0.326651165756265,0.00331240308282708,0.265233264681891,0.418411286758207
"16",15,0.034022035187715,0.00016021818730109,0.00130187730623654,0.000276609498959173,0.32126609316398,0.00331240308282708,0.26523398650654,0.418412410857036
"17",16,0.0338298642045652,0.00016021818730109,0.0012230011524399,0.000276609498959173,0.315356201376229,0.00331240308282708,0.265234708335494,0.41841353496249
"18",17,0.0334970819081072,0.00016021818730109,0.00105629650373174,0.000276609498959173,0.30987231904485,0.00331240308282708,0.265235430168756,0.418414659074569
"19",18,0.0331990448367135,0.00016021818730109,0.00103217124853916,0.000276609498959173,0.303694952241474,0.00331240308282708,0.265236152006323,0.418415783193273
"20",19,0.0327929251033212,0.00016021818730109,0.00094739470551608,0.000276609498959173,0.297241657227401,0.00331240308282708,0.265236873848197,0.418416907318603
