"","Lag","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy"
"1",0,1.36924395901291,0.0386577917802125,0.149002934704398,0.371955816534041,0.805954775889923,0.0389040033723138,3.26021326189881,3.24757121261313
"2",1,1.37897466885661,0.0386577917802125,0.155354576328037,0.371955816534041,0.813607846991909,0.0389040033723138,3.2599019846111,3.24734840437551
"3",2,1.38450120230533,0.0386577917802125,0.158229775940635,0.371955816534041,0.820936299961691,0.0389040033723138,3.25958540328981,3.2471210413279
"4",3,1.35404311091552,0.0386577917802125,0.138682035518068,0.371955816534041,0.827826562009012,0.0389040033723138,3.25926347016383,3.24688908611014
"5",4,1.38452839716207,0.0386577917802125,0.170012463610521,0.371955816534041,0.834874825424265,0.0389040033723138,3.25893613676495,3.24665250088325
"6",5,1.38418562484276,0.0386577917802125,0.153130802248053,0.371955816534041,0.841432063241637,0.0389040033723138,3.25860335391242,3.2464112473202
"7",6,1.3928446130468,0.0386577917802125,0.156638931997836,0.371955816534041,0.848389012168902,0.0389040033723138,3.25826507169706,3.24616528659641
"8",7,1.40558585405295,0.0386577917802125,0.16225204265011,0.371955816534041,0.854866949747342,0.0389040033723138,3.25792123946486,3.24591457938007
"9",8,1.42268921498209,0.0386577917802125,0.170078548399174,0.371955816534041,0.861275787333575,0.0389040033723138,3.25757180580017,3.24565908582214
"10",9,1.3977703938908,0.0386577917802125,0.141897676753621,0.371955816534041,0.86742686527047,0.0389040033723138,3.25721671850823,3.24539876554607
"11",10,1.43995302198753,0.0386577917802125,0.17337940923829,0.371955816534041,0.873453639440536,0.0389040033723138,3.25685592459731,3.2451335776373
"12",11,1.43531541379014,0.0386577917802125,0.159528029212407,0.371955816534041,0.879536975203194,0.0389040033723138,3.25648937026017,3.24486848803047
"13",12,1.42387100043833,0.0386577917802125,0.143739120427627,0.371955816534041,0.88532758880791,0.0389040033723138,3.25611700085498,3.2445984871386
"14",13,1.44732671247267,0.0386577917802125,0.160959591073887,0.371955816534041,0.891232829615273,0.0389040033723138,3.25573876088568,3.2443235329141
"15",14,1.45440227108665,0.0386577917802125,0.154019238291946,0.371955816534041,0.896516580032879,0.0389040033723138,3.25535459398161,3.24404358273765
"16",15,1.43203290066817,0.0386577917802125,0.128245098171409,0.371955816534041,0.901997552216192,0.0389040033723138,3.25510057279184,3.243773856928
"17",16,1.47342004941388,0.0386577917802125,0.165571341817813,0.371955816534041,0.907060514600927,0.0389040033723138,3.25471046374494,3.24348895478984
"18",17,1.47643272954512,0.0386577917802125,0.151722956078615,0.371955816534041,0.91220899298816,0.0389040033723138,3.25445160747564,3.24321435394463
"19",18,1.50114556725456,0.0386577917802125,0.162869086697955,0.371955816534041,0.916931913475188,0.0389040033723138,3.25405549021969,3.24293474815277
"20",19,1.49421677015897,0.0386577917802125,0.142358062589454,0.371955816534041,0.921882360901808,0.0389040033723138,3.25379174992515,3.24265009411134
"21",20,1.50194119204213,0.0386577917802125,0.156916172259471,0.371955816534041,0.926639583836076,0.0389040033723138,3.25352304639775,3.24236034792051
"22",21,1.5233758913883,0.0386577917802125,0.164650962163428,0.371955816534041,0.931142978340317,0.0389040033723138,3.25324933685358,3.24207067754063
"23",22,1.50807314244531,0.0386577917802125,0.124061991357286,0.371955816534041,0.935128885364115,0.0389040033723138,3.25297057792289,3.24177586816611
"24",23,1.53513290594477,0.0386577917802125,0.145397183478253,0.371955816534041,0.939505934606253,0.0389040033723138,3.25268672563803,3.24147587463947
"25",24,1.54378046886828,0.0386577917802125,0.135661735664519,0.371955816534041,0.943556812180536,0.0389040033723138,3.25239773542093,3.24114907463764
"26",25,1.565166007129,0.0386577917802125,0.134478662614246,0.371955816534041,0.94735343621737,0.0389040033723138,3.25210356207032,3.24084390125451
"27",26,1.58152438064912,0.0386577917802125,0.130420299404019,0.371955816534041,0.951286968396234,0.0389040033723138,3.25180415974858,3.24053344904683
"28",27,1.59730214050438,0.0386577917802125,0.126973248595088,0.371955816534041,0.95490251668823,0.0389040033723138,3.25149948196814,3.24021767088179
"29",28,1.62241324144934,0.0386577917802125,0.136053637536568,0.371955816534041,0.958067871090818,0.0389040033723138,3.25118948157759,3.23989651894872
"30",29,1.62926332231149,0.0386577917802125,0.119720433119758,0.371955816534041,0.961413027058994,0.0389040033723138,3.25087411074726,3.23956994474437
"31",30,1.6784531785098,0.0386577917802125,0.140786296972134,0.371955816534041,0.964887975751273,0.0389040033723138,3.25055332095453,3.23923789905766
"32",31,1.69942797170138,0.0386577917802125,0.132343726449715,0.371955816534041,0.967705009400338,0.0389040033723138,3.25022706296853,3.23890033195405
"33",32,1.69686251147352,0.0386577917802125,0.10621036312015,0.371955816534041,0.970592327657329,0.0389040033723138,3.24989528683455,3.2385683538269
"34",33,1.73274808584673,0.0386577917802125,0.124445637471054,0.371955816534041,0.972969642328971,0.0389040033723138,3.24955794185785,3.23823084911137
"35",34,1.76012000580831,0.0386577917802125,0.117175553245158,0.371955816534041,0.975558399697853,0.0389040033723138,3.24945889129105,3.23788776707422
"36",35,1.79717314406331,0.0386577917802125,0.117515022361691,0.371955816534041,0.978138100983159,0.0389040033723138,3.24911607505438,3.23753905622512
"37",36,1.83156780171493,0.0386577917802125,0.118262242806212,0.371955816534041,0.980271239820844,0.0389040033723138,3.24876758374995,3.23719602085304
"38",37,1.85423982637369,0.0386577917802125,0.114609505632104,0.371955816534041,0.982102744174034,0.0389040033723138,3.24841336433045,3.23684164824983
"39",38,1.90156493892437,0.0386577917802125,0.123163326920219,0.371955816534041,0.984051052314771,0.0389040033723138,3.24831093862718,3.23648153879903
"40",39,1.95730614639644,0.0386577917802125,0.13435829175272,0.371955816534041,0.985915142222861,0.0389040033723138,3.24820466985438,3.23611563860252
"41",40,1.97411261707644,0.0386577917802125,0.117375959496525,0.371955816534041,0.987467673822005,0.0389040033723138,3.24809452918993,3.23574389293279
"42",41,2.02494787624217,0.0386577917802125,0.136175380440797,0.371955816534041,0.988862710066319,0.0389040033723138,3.24798048749158,3.23536624621349
"43",42,2.0771220322969,0.0386577917802125,0.143629070538903,0.371955816534041,0.990241256596247,0.0389040033723138,3.24786251529164,3.23498264199947
"44",43,2.12273589871879,0.0386577917802125,0.14749817832191,0.371955816534041,0.991385139093834,0.0389040033723138,3.24774058279157,3.23459302295607
"45",44,2.16455017067088,0.0386577917802125,0.151218006723285,0.371955816534041,0.992234448375343,0.0389040033723138,3.24761465985651,3.23419733083783
"46",45,2.21208279875413,0.0386577917802125,0.165843073176037,0.371955816534041,0.993185950322972,0.0389040033723138,3.24748471600957,3.23379550646646
"47",46,2.22934685408412,0.0386577917802125,0.161003426592037,0.371955816534041,0.993862612811266,0.0389040033723138,3.24735072042613,3.23338748970811
"48",47,2.26536220874024,0.0386577917802125,0.170523594056075,0.371955816534041,0.994438219916535,0.0389040033723138,3.2472126419279,3.23312500496258
"49",48,2.26868797936915,0.0386577917802125,0.158948648953246,0.371955816534041,0.994689509634437,0.0389040033723138,3.2470704489769,3.23271076686299
"50",49,2.29004816325033,0.0386577917802125,0.176520114973465,0.371955816534041,0.994780142281325,0.0389040033723138,3.24692410966923,3.23244331952942
"51",50,2.2889148339476,0.0386577917802125,0.162695697705967,0.371955816534041,0.995050542890314,0.0389040033723138,3.24677359172884,3.23217083448152
"52",51,2.27603001593917,0.0386577917802125,0.156010673442922,0.371955816534041,0.994856688444777,0.0389040033723138,3.24661886250096,3.23189326816726
"53",52,2.25239948045844,0.0386577917802125,0.145024947052726,0.371955816534041,0.99454625369548,0.0389040033723138,3.24645988894554,3.23161057643819
"54",53,2.28910107567854,0.0386577917802125,0.178007367325571,0.371955816534041,0.994411099435744,0.0389040033723138,3.24629663763046,3.23119011264379
"55",54,2.23099434508925,0.0386577917802125,0.126612311148023,0.371955816534041,0.993617900282833,0.0389040033723138,3.24612907472454,3.230902267934
"56",55,2.22796626301143,0.0386577917802125,0.14400001076566,0.371955816534041,0.993162361243352,0.0389040033723138,3.2462326618908,3.23060920520335
"57",56,2.15468790624545,0.0386577917802125,0.102674577232333,0.371955816534041,0.992038013183371,0.0389040033723138,3.24606110031819,3.23018237309903
"58",57,2.13255040309101,0.0386577917802125,0.11753604807883,0.371955816534041,0.991324110461184,0.0389040033723138,3.2461623615978,3.22988405544288
"59",58,2.10519025440636,0.0386577917802125,0.112989575026782,0.371955816534041,0.990357135737177,0.0389040033723138,3.24626093236943,3.22958042450604
"60",59,2.05906601276464,0.0386577917802125,0.0966372703583591,0.371955816534041,0.988820010301222,0.0389040033723138,3.2463567950212,3.22927143290966
"61",60,2.02034229504617,0.0386577917802125,0.0963162304271297,0.371955816534041,0.987586087820044,0.0389040033723138,3.24644993178738,3.22895703259823
"62",61,1.96160522604041,0.0386577917802125,0.0820509858341136,0.371955816534041,0.985841268633704,0.0389040033723138,3.24654032474648,3.22863717482497
"63",62,1.94848506274327,0.0386577917802125,0.101035861381992,0.371955816534041,0.984305286761236,0.0389040033723138,3.24662795581924,3.22831181013676
"64",63,1.89382196033431,0.0386577917802125,0.0771812257256643,0.371955816534041,0.982268310361822,0.0389040033723138,3.24671280676669,3.22798088835864
"65",64,1.87071607198536,0.0386577917802125,0.0927419832908853,0.371955816534041,0.980579155489854,0.0389040033723138,3.24653925757297,3.22764435857787
"66",65,1.8059184287194,0.0386577917802125,0.0748729206543715,0.371955816534041,0.978211718793231,0.0389040033723138,3.24662164857049,3.22737822724273
"67",66,1.78741175283339,0.0386577917802125,0.0873950373016097,0.371955816534041,0.975991492357979,0.0389040033723138,3.24670122156955,3.22710702100671
"68",67,1.74107314885445,0.0386577917802125,0.076510494511564,0.371955816534041,0.973488364253162,0.0389040033723138,3.24677795782877,3.22676497208994
"69",68,1.72030705363637,0.0386577917802125,0.0882326390693491,0.371955816534041,0.970866235774246,0.0389040033723138,3.24685183843864,3.22641720569226
"70",69,1.71416376791659,0.0386577917802125,0.108767230700621,0.371955816534041,0.968425272864518,0.0389040033723138,3.24692284431932,3.22606366852379
"71",70,1.69040891951907,0.0386577917802125,0.102620354476468,0.371955816534041,0.96529764616227,0.0389040033723138,3.24699095621843,3.22570430648701
"72",71,1.65245352982691,0.0386577917802125,0.097824992094746,0.371955816534041,0.962459677708058,0.0389040033723138,3.24705615470879,3.22542823192895
"73",72,1.64059720841155,0.0386577917802125,0.116714475633064,0.371955816534041,0.959219053676892,0.0389040033723138,3.24711842018617,3.22514698427476
