"","Lag","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy"
"1",0,0.0239490564741214,0.0019723230167045,0.00924981875083652,0.0112110065438398,0.0690197078694843,0.00837094902380154,1.39039166424186,2.44625237895537
"2",1,0.0238899571764164,0.0019723230167045,0.00928358579623545,0.0112110065438398,0.0684461926976106,0.00837094902380154,1.39038524865406,2.44611669066033
"3",2,0.0228454232719746,0.0019723230167045,0.00842360749560278,0.0112110065438398,0.0687985186710746,0.00837094902380154,1.3903788308854,2.44598077773613
"4",3,0.0218599605667782,0.0019723230167045,0.00806018932651842,0.0112110065438398,0.0699375251552222,0.00837094902380154,1.39037241093553,2.44584463880697
"5",4,0.0202998373289387,0.0019723230167045,0.00770259968332621,0.0112110065438398,0.0713035478358598,0.00837094902380154,1.39036598880411,2.44570827247994
"6",5,0.0190357128994112,0.0019723230167045,0.00745668122811516,0.0112110065438398,0.0723569764384021,0.00837094902380154,1.39035956449078,2.44557167734466
"7",6,0.0175222145424754,0.0019723230167045,0.00692105535179,0.0112110065438398,0.0727863813095495,0.00837094902380154,1.39035313799519,2.44543485197298
"8",7,0.0160458006642212,0.0019723230167045,0.00701043933917234,0.0112110065438398,0.0726647388838241,0.00837094902380154,1.39034670931699,2.44529779491865
"9",8,0.0152162152423427,0.0019723230167045,0.00720420632141394,0.0112110065438398,0.0719843921771792,0.00837094902380154,1.39034027845582,2.44516050471691
"10",9,0.014434477222586,0.0019723230167045,0.00715995472414477,0.0112110065438398,0.0707692203667015,0.00837094902380154,1.39033384541135,2.44502297988421
"11",10,0.0134254735283568,0.0019723230167045,0.00677716363778469,0.0112110065438398,0.0689678370982409,0.00837094902380154,1.39032741018321,2.4448852189178
"12",11,0.0130057822676832,0.0019723230167045,0.00693405827837523,0.0112110065438398,0.0666212255348701,0.00837094902380154,1.39032097277106,2.44483119466394
"13",12,0.0124719532572457,0.0019723230167045,0.00688858326375463,0.0112110065438398,0.0639219719297609,0.00837094902380154,1.39031453317454,2.44481596455616
"14",13,0.012478405722208,0.0019723230167045,0.00669126141806675,0.0112110065438398,0.0610219189118074,0.00837094902380154,1.3903080913933,2.44483091811679
"15",14,0.0122660595466058,0.0019723230167045,0.006653178260418,0.0112110065438398,0.0580377538923481,0.00837094902380154,1.390301647427,2.44484587017132
"16",15,0.011383499983717,0.0019723230167045,0.0065465284332884,0.0112110065438398,0.0549351824997204,0.00837094902380154,1.39029520127527,2.44483063462388
"17",16,0.0109034650594619,0.0019723230167045,0.00707615458201527,0.0112110065438398,0.0519002036293671,0.00837094902380154,1.39028875293777,2.44477658496365
"18",17,0.0110089581715718,0.0019723230167045,0.00717410667846696,0.0112110065438398,0.0489268646617991,0.00837094902380154,1.39028230241415,2.44468134712376
"19",18,0.0107998105379035,0.0019723230167045,0.00709387636776171,0.0112110065438398,0.0457375999866113,0.00837094902380154,1.39027584970406,2.44454332584558
"20",19,0.0108736911932734,0.0019723230167045,0.00745638326132347,0.0112110065438398,0.0422883511092879,0.00837094902380154,1.39026939480714,2.44444800965617
"21",20,0.0103892290922207,0.0019723230167045,0.00722349372738584,0.0112110065438398,0.0386009858870376,0.00837094902380154,1.39026293772304,2.44435261983679
"22",21,0.00987878657850549,0.0019723230167045,0.00735717988435347,0.0112110065438398,0.0346338256037508,0.00837094902380154,1.39025647845141,2.44429853434153
"23",22,0.00959933873791652,0.0019723230167045,0.00742027234180842,0.0112110065438398,0.0303957623961792,0.00837094902380154,1.3902500169919,2.44424442524587
"24",23,0.00898535239464371,0.0019723230167045,0.00738230653516503,0.0112110065438398,0.0257645256992851,0.00837094902380154,1.39024355334416,2.44422917159544
"25",24,0.00876686737806809,0.0019723230167045,0.00725555280232548,0.0112110065438398,0.0206778655104367,0.00837094902380154,1.39023708750783,2.44422359004592
"26",25,0.00863320310324678,0.0019723230167045,0.00701155570446232,0.0112110065438398,0.0152770371630766,0.00837094902380154,1.39023061948256,2.44421800353871
