"Lag","Lag_time","Lag_unit","N_complete_windows","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy","TEnorm","TEnormcrit","TE_significant","MI_significant"
0,0,"hours",516104,0.00477205709321882,7.78686803917065e-05,0.00165716678681282,0.000160540023060686,0.133847168074666,0.00286965764023185,0.171183492799234,1.08096274979907,0.153304707967121,0.0148515777338791,TRUE,TRUE
1,0.25,"hours",516103,0.00530639989353276,7.78686803917065e-05,0.00162000781705474,0.000160540023060686,0.194925503849287,0.00286965764023185,0.17118375928661,1.08096284436469,0.149867113888346,0.014851576434622,TRUE,TRUE
2,0.5,"hours",516101,0.00568204049463117,7.78686803917065e-05,0.00125251838775653,0.000160540023060686,0.217985609006423,0.00286965764023185,0.171184292264075,1.08096303348005,0.115870603245717,0.0148515738363267,TRUE,TRUE
3,0.75,"hours",516099,0.00596646506214848,7.78686803917065e-05,0.00102453105482248,0.000160540023060686,0.191659848619414,0.00286965764023185,0.17118482524516,1.08096322257423,0.0947794553437845,0.0148515712383232,TRUE,TRUE
4,1,"hours",516097,0.00616862027019027,7.78686803917065e-05,0.00084401685317248,0.000160540023060686,0.159082468870805,0.00286965764023185,0.171185358229865,1.08096341164723,0.0780800574819013,0.0148515686406116,TRUE,TRUE
5,1.25,"hours",516095,0.00627009732243522,7.78686803917065e-05,0.000763141618862928,0.000160540023060686,0.141679683846293,0.00286965764023185,0.17118589121819,1.08096360069906,0.0705982716133462,0.0148515660431919,TRUE,TRUE
6,1.5,"hours",516093,0.00628644444400406,7.78686803917065e-05,0.000688767133756985,0.000160540023060686,0.132781079440799,0.00286965764023185,0.171186424210134,1.08096378972971,0.063717872911285,0.0148515634460641,TRUE,TRUE
7,1.75,"hours",516091,0.00629360188056016,7.78686803917065e-05,0.000693486901807372,0.000160540023060686,0.128291050586747,0.00286965764023185,0.171186957205698,1.08096397873918,0.0641544876098691,0.0148515608492281,TRUE,TRUE
8,2,"hours",516089,0.00629930371224652,7.78686803917065e-05,0.000638470395579072,0.000160540023060686,0.125006311292766,0.00286965764023185,0.171187490204881,1.08096416772747,0.0590648991558473,0.014851558252684,TRUE,TRUE
9,2.25,"hours",516087,0.00627768725305611,7.78686803917065e-05,0.000547368382457503,0.000160540023060686,0.118504512194129,0.00286965764023185,0.171188023207684,1.08096435669458,0.0506370426617277,0.0148515556564319,TRUE,TRUE
10,2.5,"hours",516085,0.00620944274966906,7.78686803917065e-05,0.000446933204091504,0.000160540023060686,0.114113233316271,0.00286965764023185,0.171188556214108,1.08096454564051,0.041345778258313,0.0148515530604716,TRUE,TRUE
11,2.75,"hours",516083,0.00611264725023108,7.78686803917065e-05,0.000423328448102334,0.000160540023060686,0.109685443607327,0.00286965764023185,0.171189089224151,1.08096473456526,0.0391620960948915,0.0148515504648033,TRUE,TRUE
12,3,"hours",516081,0.00598477638545569,7.78686803917065e-05,0.000351114255978446,0.000160540023060686,0.108186089750937,0.00286965764023185,0.171189622237814,1.08096492346882,0.0324815586847831,0.0148515478694269,TRUE,TRUE
13,3.25,"hours",516079,0.00589689765006596,7.78686803917065e-05,0.000359315784573377,0.000160540023060686,0.105328388579763,0.00286965764023185,0.171190155255097,1.08096511235121,0.0332402757931594,0.0148515452743424,TRUE,TRUE
14,3.5,"hours",516077,0.00581110315386968,7.78686803917065e-05,0.000352444288986176,0.000160540023060686,0.0976577666473894,0.00286965764023185,0.171190688275999,1.08096530121241,0.0326045885645795,0.0148515426795498,TRUE,TRUE
15,3.75,"hours",516075,0.00570953958455167,7.78686803917065e-05,0.000352139834280951,0.000160540023060686,0.0927172944648115,0.00286965764023185,0.171191221300522,1.08096549005244,0.0325764177970075,0.0148515400850492,TRUE,TRUE
16,4,"hours",516073,0.00560744985193207,7.78686803917065e-05,0.000313568618136362,0.000160540023060686,0.0896214302899776,0.00286965764023185,0.171191754328665,1.08096567887127,0.0290081937165465,0.0148515374908405,TRUE,TRUE
17,4.25,"hours",516071,0.00550251648370303,7.78686803917065e-05,0.000315003458393415,0.000160540023060686,0.0847650992233859,0.00286965764023185,0.171192287360428,1.08096586766893,0.0291409255199436,0.0148515348969238,TRUE,TRUE
18,4.5,"hours",516069,0.00535619368340412,7.78686803917065e-05,0.000251207195290926,0.000160540023060686,0.078839585568957,0.00286965764023185,0.171192820395811,1.0809660564454,0.0232391381573057,0.014851532303299,TRUE,TRUE
19,4.75,"hours",516067,0.00524182483946767,7.78686803917065e-05,0.000244816644110246,0.000160540023060686,0.0736564393644167,0.00286965764023185,0.171193353434815,1.08096624520069,0.0226479453171819,0.0148515297099662,TRUE,TRUE
20,5,"hours",516065,0.00512080185397901,7.78686803917065e-05,0.00025065430948823,0.000160540023060686,0.0661367817554989,0.00286965764023185,0.171193886477438,1.08096643393479,0.0231879826810008,0.0148515271169254,TRUE,TRUE
21,5.25,"hours",516063,0.00500959905949472,7.78686803917065e-05,0.000247201779047135,0.000160540023060686,0.0567736530439308,0.00286965764023185,0.171194419523682,1.0809666226477,0.0228685857516713,0.0148515245241765,TRUE,TRUE
22,5.5,"hours",516061,0.00483974564503598,7.78686803917065e-05,0.00022607103948924,0.000160540023060686,0.0481976089621828,0.00286965764023185,0.171194952573546,1.08096681133943,0.0209137817292572,0.0148515219317196,TRUE,TRUE
23,5.75,"hours",516059,0.00474369344416603,7.78686803917065e-05,0.000257352127843724,0.000160540023060686,0.0425569759984227,0.00286965764023185,0.171195485627031,1.08096700000997,0.0238075841206392,0.0148515193395548,TRUE,TRUE
24,6,"hours",516057,0.00464894720920217,7.78686803917065e-05,0.000243700199948016,0.000160540023060686,0.0390317763015529,0.00286965764023185,0.171196018684135,1.08096718865932,0.0225446435844428,0.0148515167476819,TRUE,TRUE
25,6.25,"hours",516055,0.00458239201666188,7.78686803917065e-05,0.000247417007124273,0.000160540023060686,0.0370247651999873,0.00286965764023185,0.171196551744861,1.08096737728749,0.0228884804780257,0.014851514156101,TRUE,TRUE
26,6.5,"hours",516053,0.0044920598335545,7.78686803917065e-05,0.00022528327882454,0.000160540023060686,0.0362076471299747,0.00286965764023185,0.171197084809206,1.08096756589447,0.0208408916171434,0.0148515115648122,TRUE,TRUE
27,6.75,"hours",516051,0.0044148037179097,7.78686803917065e-05,0.000227946488085662,0.000160540023060686,0.0359458844782254,0.00286965764023185,0.171197617877172,1.08096775448026,0.0210872606644276,0.0148515089738154,TRUE,TRUE
28,7,"hours",516049,0.00434108212060846,7.78686803917065e-05,0.00025000463228797,0.000160540023060686,0.0355007926666751,0.00286965764023185,0.171198150948759,1.08096794304486,0.0231278488780861,0.0148515063831106,TRUE,TRUE
29,7.25,"hours",516047,0.00424298451964544,7.78686803917065e-05,0.00021411875571764,0.000160540023060686,0.034443464678834,0.00286965764023185,0.171198684023966,1.08096813158827,0.0198080544153541,0.0148515037926978,TRUE,TRUE
30,7.5,"hours",516045,0.00412026629946771,7.78686803917065e-05,0.000186617506430675,0.000160540023060686,0.0332489740219208,0.00286965764023185,0.171199217102794,1.08096832011048,0.0172639200389889,0.0148515012025771,TRUE,TRUE
31,7.75,"hours",516043,0.00400557991461636,7.78686803917065e-05,0.000204799088128205,0.000160540023060686,0.0325576613958111,0.00286965764023185,0.171199750185242,1.08096850861151,0.0189458884784041,0.0148514986127484,TRUE,TRUE
32,8,"hours",516041,0.00393272655248755,7.78686803917065e-05,0.000210751933342523,0.000160540023060686,0.0321775813571446,0.00286965764023185,0.171200283271311,1.08096869709135,0.0194965806049343,0.0148514960232118,TRUE,TRUE
33,8.25,"hours",516039,0.0038706700222475,7.78686803917065e-05,0.000182646320397106,0.000160540023060686,0.0318448303573501,0.00286965764023185,0.171200816361001,1.08096888554999,0.0168965381741008,0.0148514934339672,TRUE,TRUE
34,8.5,"hours",516037,0.0037778286702832,7.78686803917065e-05,0.000200256557100653,0.000160540023060686,0.0313427420048851,0.00286965764023185,0.171201349454312,1.08096907398745,0.0185256509108029,0.0148514908450147,TRUE,TRUE
35,8.75,"hours",516035,0.00372501933483083,7.78686803917065e-05,0.000197982776355854,0.000160540023060686,0.0305903786620708,0.00286965764023185,0.171201882551243,1.08096926240371,0.0183153012062164,0.0148514882563543,TRUE,TRUE
36,9,"hours",516033,0.00364841267660476,7.78686803917065e-05,0.000187802167173734,0.000160540023060686,0.0293921250986212,0.00286965764023185,0.171202415651795,1.08096945079877,0.0173734944160503,0.0148514856679859,TRUE,TRUE
37,9.25,"hours",516031,0.00358683576461116,7.78686803917065e-05,0.000206014901908302,0.000160540023060686,0.027674801073334,0.00286965764023185,0.171202948755968,1.08096963917264,0.0190583430322782,0.0148514830799097,TRUE,TRUE
38,9.5,"hours",516029,0.00354534112471083,7.78686803917065e-05,0.000206374024510625,0.000160540023060686,0.0262669165900118,0.00286965764023185,0.171203481863762,1.08096982752532,0.0190915619710756,0.0148514804921255,TRUE,TRUE
39,9.75,"hours",516027,0.00343620021711755,7.78686803917065e-05,0.000203440379510811,0.000160540023060686,0.0253477271007539,0.00286965764023185,0.171204014975177,1.0809700158568,0.0188201686010282,0.0148514779046335,TRUE,TRUE
40,10,"hours",516025,0.00335768004807013,7.78686803917065e-05,0.000197570769616018,0.000160540023060686,0.0248063918931843,0.00286965764023185,0.171204548090213,1.08097020416709,0.0182771707170459,0.0148514753174335,TRUE,TRUE
41,10.25,"hours",516023,0.00328675046685234,7.78686803917065e-05,0.000204880570063848,0.000160540023060686,0.0246466491304586,0.00286965764023185,0.171205081208869,1.08097039245618,0.0189533933115706,0.0148514727305257,TRUE,TRUE
42,10.5,"hours",516021,0.0032163772878977,7.78686803917065e-05,0.000186954999392475,0.000160540023060686,0.0247384481596956,0.00286965764023185,0.171205614331147,1.08097058072407,0.0172951052254582,0.01485147014391,TRUE,TRUE
43,10.75,"hours",516019,0.00317470892261196,7.78686803917065e-05,0.000222077328959847,0.000160540023060686,0.0249198087533353,0.00286965764023185,0.171206147457046,1.08097076897077,0.0205442492373123,0.0148514675575864,TRUE,TRUE
44,11,"hours",516017,0.00312886413640734,7.78686803917065e-05,0.000220931486119236,0.000160540023060686,0.0245397658015886,0.00286965764023185,0.171206680586566,1.08097095719627,0.0204382443994859,0.0148514649715549,TRUE,TRUE
45,11.25,"hours",516015,0.00310546227793163,7.78686803917065e-05,0.000232459320889111,0.000160540023060686,0.0236891811063428,0.00286965764023185,0.171207213719707,1.08097114540057,0.0215046740033908,0.0148514623858156,TRUE,TRUE
46,11.5,"hours",516013,0.00302579516646762,7.78686803917065e-05,0.000186169855024731,0.000160540023060686,0.0228891216741438,0.00286965764023185,0.17120774685647,1.08097133358367,0.0172224599525258,0.0148514598003685,TRUE,TRUE
47,11.75,"hours",516011,0.0029599958096862,7.78686803917065e-05,0.000196119716095566,0.000160540023060686,0.0223371702808575,0.00286965764023185,0.171208279996853,1.08097152174557,0.0181429123848581,0.0148514572152135,TRUE,TRUE
